claim,source,date,label
“That’s why they are allowing these people to come in — people that don’t speak our language — they are signing them up to vote.”,Donald Trump,"By Amy Sherman • January 12, 2024",True
Bloodied Palestinian baby doll was “made in Israel.”,Instagram posts,"By Maria Briceño • January 12, 2024",True
"Video muestra al Dr. Juan Rivera hablando sobre ""un método secreto sobre cómo perder peso rápidamente sin necesidad de hacer dieta o ir al gimnasio”.",Facebook posts,"By Maria Briceño • January 12, 2024",True
“The racial wealth gap is the smallest it’s been in 20 years.”,Joe Biden,"By Sara Swann • January 12, 2024",True
"“Our government, wrongly, is saying if you’re born in this country you’re automatically an American citizen.”",Glenn Grothman,"By Sophia Voight • January 12, 2024",True
Zombie deer virus is sweeping across 32 states after more than 100 million American wildlife animals were vaccinated by Mark Zuckerberg’s foundation.,Instagram posts,"By Sofia Ahmed • January 11, 2024",True
"“We’ve had 8 million” immigrants come to the U.S. illegally under Biden “and they only sent back 142,000.”",Nikki Haley,"By Maria Ramirez Uribe • January 11, 2024",True
"""El papa Juan Pablo II aparece varias veces en los vuelos hacia la isla Epstein"".",TikTok posts,"By Marta Campabadal Graus • January 11, 2024",True
Tom Hanks converts to Judaism and flees to Israel following the release of the Epstein documents,TikTok posts,"By Sofia Ahmed • January 11, 2024",True
Federal food assistance recipients and their children can get “a free passport” by using a specific waiver form.,Facebook posts,"By Kwasi Gyamfi Asiedu • January 11, 2024",True
“Biden’s let in 8 million people just in four years.”,Ron DeSantis,"By Marta Campabadal Graus • January 11, 2024",True
“BREAKING – A large convoy of trucks just breached the U.S. border patrol checkpoint in Arizona.”,TikTok posts,"By Kwasi Gyamfi Asiedu • January 10, 2024",True
Nikki Haley is ineligible to be president or vice president.,Facebook posts,"By Jeff Cercone • January 10, 2024",True
Dr. Oz endorsed gummies to “clean blood vessels” and treat high blood pressure.,Facebook posts,"By Sara Swann • January 9, 2024",True
Video of avalanche shows the “power of nature.”,Instagram posts,"By Jeff Cercone • January 9, 2024",True
“Imágenes misteriosas muestran 'criatura de tipo alienígena de 10 pies de altura' flotando sobre los policías de Miami.”,Facebook posts,"By Maria Briceño • January 9, 2024",True
“Nationwide data reveals surging levels of newest COVID strain in water supply.”,Breitbart,"By Madison Czopek • January 8, 2024",True
"Nikki Haley “says the retirement age at 65 is way too low, it must be much higher.”",Donald Trump,"By Samantha Putterman • January 8, 2024",True
"Police responded to alien creatures at a Miami mall on Jan. 1, 2024.",Instagram posts,"By Sara Swann • January 8, 2024",True
"In Florida, “income growth is top of the chart.”",Ron DeSantis,"By Louis Jacobson • January 8, 2024",True
"Says FBI Director Christopher Wray told Congress “that with the border wide open and a war in Israel, Hamas can just walk right in.”",Mark Green,"By Sarah Bahari • January 8, 2024",True
Nikki Haley “opposed Trump’s border wall” and “Trump’s travel ban.”,Donald Trump,"By Maria Briceño • January 5, 2024",True
"""In actuality, there is no evidence Joe Biden won” the 2020 election, citing a report’s allegations from five battleground states.",Donald Trump,"By Amy Sherman • January 5, 2024",True
"""¡El Gobierno Federal aprobó la Orden Ejecutiva 14009 que apoya seguro médico de $0 mensuales para hispanos en la inscripción del 2024!""",Facebook posts,"By Marta Campabadal Graus • January 5, 2024",True
"“Almost a million people, mostly Democrats, have been kicked off the voter roll here in Florida” because of efforts to place a proposed amendment on abortion access on the state’s 2024 ballot.",TikTok posts,"By Amy Sherman • January 5, 2024",True
"“Right now, over 70% of federal employees are still working from home three years after COVID.""",Nikki Haley,"By Louis Jacobson • January 5, 2024",True
"T-Mobile plans to fine its customers up to $3,500 for text messages it doesn't like.",TikTok posts,"By Jeff Cercone • January 4, 2024",True
"Jimmy Kimmel was on the Jeffrey Epstein list, documents show.",X posts,"By Jeff Cercone • January 4, 2024",True
"Video shows Hillary Clinton blamed various events, including her 2016 election loss and Jeffrey Epstein’s death, on climate change.",Instagram posts,"By Sara Swann • January 4, 2024",True
Gov. Ron DeSantis “called China ‘Florida’s most important trading partner.’”,SFA Fund,"By Louis Jacobson • January 4, 2024",True
"Donald Trump “deported less, believe it or not, than Barack Obama even did.""",Ron DeSantis,"By Maria Ramirez Uribe • January 4, 2024",True
Video shows Trump promising to pause student loan payments and cancel payroll tax if reelected in 2024.,Instagram posts,"By Kwasi Gyamfi Asiedu • January 4, 2024",True
El Dr. Sanjay Gupta sufrió “un atentado” por crear un nuevo medicamento para el dolor articular.,Facebook posts,"By Maria Briceño • January 4, 2024",True
"Elon Musk developed “Cosmo Heater,” a product that would cut heating costs “to basically $0.”",Facebook posts,"By Loreben Tuquero • January 3, 2024",True
Dr. Ben Carson endorsed CBD gummies to treat high blood pressure.,Facebook posts,"By Sara Swann • January 3, 2024",True
Under New York’s Clean Slate Act “violent crimes … will now be automatically sealed after a set time - like they never happened.”,Nick LaLota,"By Jill Terreri Ramos • January 1, 2024",True
“Wisconsin utilities have charged ratepayers more than $1.9 billion of increases since 2019.”,Americans for Prosperity,"By Laura Schulte • December 29, 2023",True
"Gov. Tony Evers and Democrats ""rejected our (Iowa model redistricting) proposal to enact the very plan they originally endorsed.""",Robin Vos,"By Vanessa Swales • December 22, 2023",True
Elon Musk invented an energy-saving device that could “cut electricity bills by 80%.”,Facebook posts,"By Kwasi Gyamfi Asiedu • December 21, 2023",True
Hunter Biden’s “prison term announced.”,Facebook posts,"By Loreben Tuquero • December 21, 2023",True
“They want to make our Army tanks all electric.”,Donald Trump,"By Amy Sherman • December 21, 2023",True
"""Los pasajeros de un avión cantan para ayudar a calmar a un hombre con Alzheimer que había tenido una recaída"".",TikTok posts,"By Marta Campabadal Graus • December 21, 2023",True
Video is evidence that Hillary Clinton is a reptile.,Instagram posts,"By Sara Swann • December 21, 2023",True
"""La administración acaba de aprobar este vacío legal, 100% legal, que permite a todos los residentes estadounidenses en buena posición obtener un permiso de portación oculta (de armas) válido en 2023"".",Facebook posts,"By Marta Campabadal Graus • December 21, 2023",True
Migrants who enter the U.S. illegally get U.S. passports immediately after leaving a border processing center.,X posts,"By Samantha Putterman • December 21, 2023",True
"Video shows Donald Trump advertising $6,400 spending cards.",Facebook posts,"By Sara Swann • December 21, 2023",True
"""MSNBC transmitió un video de este actor"" en la guerra entre Israel y Hamas.",TikTok posts,"By Marta Campabadal Graus • December 20, 2023",True
"During a speech former President Donald Trump said, “Even the lemonade is killing people” under President Joe Biden.",Facebook posts,"By Sofia Ahmed • December 20, 2023",True
“Texas Children’s Hospital pediatric clinics announce they will no longer treat unvaccinated children.”,Instagram posts,"By Sara Swann • December 19, 2023",True
Gaza’s education ministry “officially announced the end of the 2023/2024 academic year as all students have been killed.”,Instagram posts,"By Jeff Cercone • December 19, 2023",True
"“We’ve had more Americans die of fentanyl than the Iraq, Afghanistan, and Vietnam wars, combined.”",Nikki Haley,"By Grace Abels • December 19, 2023",True
Joe Biden’s net worth was $41 million in 2022.,James Woods,"By Kwasi Gyamfi Asiedu • December 19, 2023",True
The Lincoln Project is “using A.I. (Artificial Intelligence)” in its “television commercials.”,Donald Trump,"By Loreben Tuquero • December 19, 2023",True
"“We have our government giving people who came into this country illegally $5,000 gift cards.”",Mark Lamb,"By Maria Ramirez Uribe • December 19, 2023",True
"Under the Trump administration's trade deal, “China's only fulfilled one-third of the promises of agricultural products that they were supposed to buy from our farmers.”",Chris Christie,"By Grace Abels • December 19, 2023",True
"""Wisconsin Republicans have passed multiple billion dollar middle-class tax cuts this year, but each time we have, Governor Tony Evers has vetoed the relief.""",Julian Bradley,"By Hope Karnopp • December 19, 2023",True
"“The U.S. is sending everyone (a) free $16,800 right now.”",Facebook posts,"By Sara Swann • December 18, 2023",True
"Discussing gender-affirming surgical care for minors, said that Sweden “shut it down.”",Ron DeSantis,"By Grace Abels • December 18, 2023",True
"""Neumonia misteriosa ya está golpeando"" a niños en Estados Unidos ""lo mismo que está pasando en China"".",Facebook posts,"By Maria Briceño • December 18, 2023",True
“Israeli Army Commander admits they handcuffed 2 couples inside a house then used tanks to destroy the building.”,TikTok posts,"By Loreben Tuquero • December 18, 2023",True
China is allowed to do crypto mining in the U.S.,Asa Hutchinson,"By Rebecca Catalanello • December 15, 2023",True
"Video muestra “Palestinos cargando el cuerpo de un niño cantando alabanzas religiosas"".",TikTok posts,"By Marta Campabadal Graus • December 15, 2023",True
"“Gasoline prices are now $5, $6, $7 and even $8 a gallon.”",Donald Trump,"By Louis Jacobson • December 15, 2023",True
"Democrats have also used alternate slates of electors ""repeatedly in all kinds of different states.""",Ron Johnson,"By Ricardo Torres • December 15, 2023",True
"Macaulay Culkin’s “Home Alone” shopping trip that cost $19.83 in 1990 would cost $72.28 today, up from $44.40 in 2022.",Instagram posts,"By Sara Swann • December 14, 2023",True
Video of a man collapsing while confronting service members is “Palestinian Theater.”,Instagram posts,"By Loreben Tuquero • December 14, 2023",True
Florida “had a year-over-year reduction” in overdose deaths.,Ron DeSantis,"By Amy Sherman • December 14, 2023",True
Tyson Foods may put insect protein in your chicken nuggets.,Facebook posts,"By Jeff Cercone • December 14, 2023",True
