ID,Headline,Description,Source,Category,Year,Fact-Check Label,Link
420,Breaking: Company introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/7055/
421,Breaking: Company introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/3738/
422,Breaking: Company removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Mostly False,https://www.politifact.com/factchecks/7218/
423,Breaking: Government introduces law,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/3512/
424,Breaking: Government removes product,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Fake,https://www.politifact.com/factchecks/6157/
425,Breaking: Company removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/4324/
426,Breaking: Celebrity introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Finance,2025,Mostly False,https://www.politifact.com/factchecks/9169/
427,Breaking: Government introduces policy,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,World,2025,Fake,https://www.politifact.com/factchecks/4199/
428,Breaking: Celebrity removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Mostly False,https://www.politifact.com/factchecks/9305/
429,Breaking: Company removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/2037/
430,Breaking: Celebrity bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,World,2025,Fake,https://www.politifact.com/factchecks/6214/
431,Breaking: Celebrity introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Fake,https://www.politifact.com/factchecks/5921/
432,Breaking: Company bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Health,2025,Mostly False,https://www.politifact.com/factchecks/3200/
433,Breaking: Company removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/6419/
434,Breaking: Government introduces policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/9340/
435,Breaking: Company removes law,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/6005/
436,Breaking: Company introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/8577/
437,Breaking: Government introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/8645/
438,Breaking: Celebrity introduces policy,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/7402/
439,Breaking: Celebrity bans product,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Mostly False,https://www.politifact.com/factchecks/8073/
440,Breaking: Government introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Climate,2025,Mostly False,https://www.politifact.com/factchecks/9962/
441,Breaking: Celebrity introduces policy,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/4894/
442,Breaking: Company bans product,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,World,2025,Pants on Fire,https://www.politifact.com/factchecks/8526/
443,Breaking: Company removes product,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Technology,2025,Fake,https://www.politifact.com/factchecks/8613/
444,Breaking: Government bans law,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Entertainment,2025,Fake,https://www.politifact.com/factchecks/3645/
445,Breaking: Celebrity removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Politics,2025,Mostly False,https://www.politifact.com/factchecks/5130/
446,Breaking: Government removes product,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/6342/
447,Breaking: Celebrity removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Health,2025,Mostly False,https://www.politifact.com/factchecks/1523/
448,Breaking: Celebrity bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/3790/
449,Breaking: Celebrity introduces law,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Fake,https://www.politifact.com/factchecks/5245/
450,Breaking: Company introduces policy,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Finance,2025,Mostly False,https://www.politifact.com/factchecks/2780/
451,Breaking: Government introduces law,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Climate,2025,Mostly False,https://www.politifact.com/factchecks/6359/
452,Breaking: Government removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Sports,2025,Mostly False,https://www.politifact.com/factchecks/9159/
453,Breaking: Company introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,World,2025,Mostly False,https://www.politifact.com/factchecks/4482/
454,Breaking: Celebrity removes product,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Fake,https://www.politifact.com/factchecks/7214/
455,Breaking: Government introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Health,2025,Mostly False,https://www.politifact.com/factchecks/7472/
456,Breaking: Company bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Fake,https://www.politifact.com/factchecks/3220/
457,Breaking: Government introduces law,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Climate,2025,Mostly False,https://www.politifact.com/factchecks/2420/
458,Breaking: Company introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,World,2025,Pants on Fire,https://www.politifact.com/factchecks/6060/
459,Breaking: Government introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/6957/
460,Breaking: Government bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Politics,2025,Fake,https://www.politifact.com/factchecks/3210/
461,Breaking: Celebrity introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,World,2025,Fake,https://www.politifact.com/factchecks/5795/
462,Breaking: Celebrity bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Technology,2025,Fake,https://www.politifact.com/factchecks/6743/
